,post_username,post_ID,post_comment,message_ID,sentiment,DatetimeSG,Hour,Dayofweek,wordcount,mean,vNegTerms,negTerms,posTerms,vPosTerms
2266,Scott Woodman,4.71E+14,it was $5. then $4. now $3. LOL,2177,,4/23/2017 22:20,22,0,8,2.5,0,0,1,0
2267,Athena Pallas,1.02E+16,Promo code doesnt even show up when i enter for grabshare,2197,,4/29/2017 4:41,4,6,11,0,0,0,0,0
2268,Cheryl Tan,1.02E+16,Applied this code for two of my rides and still charged full amount lol?,2187,,4/25/2017 8:20,8,2,14,1.666666667,0,0,1,0
2269,Nick Tan,9.13E+14,this promo cheat cnnt enter totallykeep showing invalid!nowadaygrab promo code always have issue,2195,negative,4/28/2017 3:12,3,5,13,-4,1,0,0,0
2270,Gary Chan,1.95E+14,,2183,,4/24/2017 3:54,3,1,1,0,0,0,0,0
2271,Yeowyong Goh,1.02E+16,Promo code invalid?? ,2186,,4/25/2017 7:42,7,2,4,0,0,0,0,0
2272,Alenzo Gill,9.67E+14,,2182,,4/24/2017 0:07,0,1,1,0,0,0,0,0
2273,Lindy Yeo,1.02E+16,Why cannot use,2179,,4/23/2017 22:29,22,0,3,0,0,0,0,0
2274,Yuki Lundeberg,1.02E+16,"the promo code is not ""validate"" already on my app.",2196,,4/28/2017 3:57,3,5,10,0,0,0,1,0
2275,Kenneth Txw,1.02E+16,Is it fully redeemed today?,2191,,4/26/2017 2:54,2,3,5,2,0,0,1,0
2276,Wilron Loh,1.02E+16,Cannot use what happen,2192,,4/26/2017 3:56,3,3,4,0,0,0,0,0
2277,ShiWei Lim,1.02E+16,It's invalid already?,2189,,4/26/2017 2:12,2,3,3,0,0,0,0,0
2278,Goh Chee Yen,1.02E+16,Code Not valid now...,2190,,4/26/2017 2:23,2,3,4,0,0,0,0,0
2279,Inderpal Singh,1.02E+16,Yap Yeong Huan lol,2184,,4/24/2017 4:38,4,1,4,2.5,0,0,1,0
2280,Muhammad Hafiz Bin Darlis,1.02E+16,Nur Nur Fadilah Binte Ramli,2185,,4/24/2017 19:34,19,1,5,0,0,0,0,0
2281,Sritharchana Jayaprakas,1.02E+16,Jothi Sathan,2188,,4/25/2017 19:27,19,2,2,0,0,0,0,0
2282,Brenda Loo,1.02E+16,Jennifer Lo,2181,,4/24/2017 0:01,0,1,2,0,0,0,0,0
2283,Isabel Nye,7.15E+14,Sky Wadeveaa,2178,,4/23/2017 22:22,22,0,2,0,0,0,0,0
2284,Bok Chek Yang,1.02E+16,"""30x more points when you use GrabPay for your GrabShare or JustGrab ride  (*this starts on April 24)""  Hi, I want to check with you when does the period for 30x multiplier for Grab rewards points end for JG and GS trips ?",2169,,4/25/2017 23:29,23,2,43,1.5,0,0,2,0
2285,Daschel Lim,1.70E+15,no grab share promo this week?,2168,,4/23/2017 15:12,15,0,6,1,0,1,1,0
2286,Gary Chan,1.95E+14,,2167,,4/22/2017 22:48,22,6,1,0,0,0,0,0
2287,Yee Hong Goh,1.02E+16,"Hi, tried using the JUST7 for my return trip and its showing invalid code. Can Grab look into this and let me know how to resolve this issue asap. Thanks.",2174,,4/23/2017 6:36,6,0,30,2,0,0,2,0
2288,Evelyn Wee,1.02E+16,tried using the 30hitch but cannot use when the promo is till tmr,2170,,4/22/2017 21:59,21,6,13,0,0,0,0,0
2289,Kar'ramah Ariana,1.37E+15,Hi please look into your promo codes. it doesnt seem to be working at all.,2176,,4/23/2017 17:48,17,0,15,1,0,0,1,0
2290,Mervyn Jui Meng Tan,1.14E+15,"If you ride or drive with Uber, Grab or Ryde, you're warmly invited to join this new group. The main purpose is to share common problems and experiences from both sides of the whole PHV experience. Members' submitted posts content are varied and hopefully focused to achieve a better ride experience for all parties. https://m.facebook.com/groups/1013566295436747?tsid=0.8880429809538628&source=types",2172,,4/23/2017 0:27,0,0,55,1,0,1,5,0
2291,Alenzo Gill,9.67E+14,,2175,,4/23/2017 12:58,12,0,1,0,0,0,0,0
2292,Gary Chan,1.95E+14,,2171,,4/22/2017 22:49,22,6,1,0,0,0,0,0
2293,Ling Hui Xian,1.02E+16,where is my reply?,2173,,4/23/2017 0:51,0,0,4,0,0,0,0,0
2294,Taufiq A. Halim,1.55E+15,Received a premium booking to pasir ris from airport. $40 plus $12 disc. Rider pays $28. End up cancel becoz she tink not worth to pay $28 for a 15 minute ride.,2150,,4/27/2017 9:06,9,4,32,0.333333333,0,1,1,0
2295,Shirleen Lim,1.02E+16,Rubbish! Jack up price and include discount = same thing. Nothing but gimmicks!,2152,,5/5/2017 4:52,4,5,13,-2,0,1,0,0
2296,David Lee,7.97E+14,If only the public sit down and think. They started squeezing cabbies (10%) now they start to make more money from passengers. Cabbies are also getting less than bfo. Their next move now ? Guess who they going to squeeze ? And guess who makes the most money .!!@!,2153,,5/7/2017 1:57,1,0,49,0,0,0,0,0
2297,Why Not Deals Singapore,9.53E+14,This promotion has been featured at https://www.whynotdeals.com/deals/grabsingapore12offgrabcarpremiumtofromchangiairportpromotion19apr14may2017/,2146,,4/22/2017 18:35,18,6,7,0,0,0,0,0
2298,Lim Jadenyuki,1.64E+15,Use juzgrab from pasir ris to airport everyday less than 10 sgd per trip.cheaper than standard price lol,2165,,5/14/2017 19:12,19,0,18,2.5,0,0,1,0
2299,Ahkay Datok,1.46E+15,can spend money go holiday but cannot trow 28 to go home......all 7seater don think around...,2154,,5/7/2017 6:48,6,0,16,0,0,0,0,0
2300,Johnny Ooi,1.02E+16,Kepercayaan kepada Tuhan!,2159,,5/9/2017 19:02,19,2,3,0,0,0,0,0
2301,Azie Harun,4.59E+14,no thnks so much better ride a bycycle.,2156,,5/8/2017 1:10,1,1,8,2,0,1,2,0
2302,Tobin Ooi,1.66E+15,Hi Grap got insurance Bo ?,2160,,5/10/2017 13:15,13,3,6,0,0,0,0,0
2303,Tony Tan,1.02E+16,Wanna take premium but dun wanna pay premium. Whole lot of cheapskates.,2158,,5/9/2017 17:03,17,2,12,0,0,0,0,0
2304,Gajesh Jesh,1.46E+15,They way you say correct.,2149,,4/26/2017 1:30,1,3,5,0,0,0,0,0
2305,Simon Sim,4.82E+14,,2166,,5/14/2017 19:42,19,0,1,0,0,0,0,0
2306,Mohd Nordin,1.23E+15,,2161,,5/10/2017 23:37,23,3,1,0,0,0,0,0
2307,Kieu Ka Seng,9.11E+14,,2151,,5/2/2017 3:36,3,2,1,0,0,0,0,0
2308,Mah Wah Leng Dorine,1.02E+16,Keep Kee Soon Mah,2163,,5/13/2017 22:27,22,6,4,0,0,0,0,0
2309,Ginly Lim,1.02E+16,Viviana Ong,2157,,5/9/2017 3:07,3,2,2,0,0,0,0,0
2310,Mervyn Jui Meng Tan,1.14E+15,"If you ride or drive with Uber, Grab or Ryde, you're warmly invited to join this new group. The main purpose is to share common problems and experiences from both sides of the whole PHV experience. Members' submitted posts content are varied and hopefully focused to achieve a better ride experience for all parties. https://m.facebook.com/groups/1013566295436747?tsid=0.8880429809538628&source=types",2147,,4/23/2017 0:27,0,0,55,1,0,1,5,0
2311,Renfred Loh,1.02E+16,Monica Li,2155,,5/7/2017 7:08,7,0,2,0,0,0,0,0
2312,Celyna Ahmad,2.04E+15,Asnawi Rashid,2162,,5/11/2017 15:19,15,4,2,0,0,0,0,0
2313,Brenda Loo,1.02E+16,Jennifer Lo,2148,,4/23/2017 16:26,16,0,2,0,0,0,0,0
2314,Snehamayee Panda,1.87E+15,Ansuman Sahoo,2164,,5/14/2017 6:46,6,0,2,0,0,0,0,0
2315,Gary Chan,1.95E+14,,2136,,4/22/2017 6:42,6,6,1,0,0,0,0,0
2316,Kadafi Ansar,1.02E+16,Ravinpal Singh Sandhu,2135,,4/22/2017 1:16,1,6,3,0,0,0,0,0
2317,Ho Siew Lan Karen,1.02E+16,"""It's jus food, i can buy more for myself later""  This driver was a real blessing to the mum :)",2139,positive,4/22/2017 8:02,8,6,20,3,0,0,1,0
2318,Terance Rozario,1.02E+16,Thank you for being you  a real human being. We need more decent people like yourself. ,2138,,4/21/2017 20:32,20,5,17,1,0,0,1,0
2319,Vin Tan,1.02E+16,Angels amongst us!:),2141,positive,4/23/2017 0:30,0,0,3,0,0,0,0,0
2320,Vincent Teo,1.45E+15,Grab Drivers setting a Gold Standard in service! ,2140,,4/22/2017 19:07,19,6,9,0,0,0,0,0
2321,Gary Chan,1.95E+14,,2143,,4/24/2017 19:22,19,1,1,0,0,0,0,0
2322,Wong Chih Kang,1.02E+16,,2137,,4/21/2017 19:30,19,5,1,0,0,0,0,0
2323,Lolito Cabuguang,1.27E+14,Ako po ma'am driver po kailangan po ng operator po ngayon,2145,,8/31/2017 17:42,17,4,11,0,0,0,0,0
2324,Lolito Cabuguang,1.27E+14,NAIA kupong mag uply ng drever po,2144,,8/31/2017 17:38,17,4,7,0,0,0,0,0
2325,Raymond Hong,1.02E+16,,2142,,4/23/2017 5:10,5,0,1,0,0,0,0,0
2326,Alenzo Gill,9.67E+14,,2130,,4/21/2017 0:33,0,5,1,0,0,0,0,0
2327,Gary Chan,1.95E+14,,2129,,4/20/2017 22:12,22,4,1,0,0,0,0,0
2328,Ye Ling Elin,1.02E+16,how do i earn the rewards points?,2134,,4/25/2017 8:45,8,2,7,2,0,0,1,0
2329,Khoon Wah Lim,1.64E+15,,2131,,4/21/2017 6:24,6,5,1,0,0,0,0,0
2330,John John,1.02E+16,Grab what's ur email for support,2133,,4/21/2017 14:41,14,5,6,2,0,0,1,0
2331,Choo JenSin,1.02E+16,"Take your first FREE Grab ride (up to SGD8) using https://invite.grab.co/3AEACC  Also join the #1 hourly rental driver FB group at TinyURL.com/GrabPowerHour to chat with fellow hourly rental drivers, learn from each other, and share tips & tricks of the trade.",2132,,4/21/2017 10:19,10,5,41,1.25,0,0,3,0
2332,Grab,2.30E+14,"Hi, Jasmine Yeo! Could you please PM us with the details and we will follow up accordingly? Thanks!",2124,,4/21/2017 6:46,6,5,18,1.5,0,0,2,0
2333,Grab,2.30E+14,"Hi Harish Masand, please do PM us of your ticket reference number for us to assist you further on your feedback raised. We apologise for the inconvenience caused. Thank you.",2119,,4/19/2017 7:47,7,3,30,0.4,0,2,3,0
2334,Grab,2.30E+14,"Hi Aishah Ladybird, please PM us with your mobile number for us to assist you further. Thanks!",2118,,4/19/2017 3:54,3,3,17,1.666666667,0,0,3,0
2335,Meilan O Bee,1.02E+16,my notification forever slower and cause me always missing the 1st day of promo.. and i will only know it when surfing fb tat night.. e.g. today's code SAVINGS,2126,,4/23/2017 7:33,7,0,29,-2,0,1,0,0
2336,Khairunnizam Khamis,1.49E+15,"Hi, what are the terms and conditions for the SHARELOVESG promo code? I referred Grab to another person yesterday and earned the 8 dollars off. However, can't seem to redeem it. It states ""this booking is not eligible for this promo"".",2121,positive,4/19/2017 20:14,20,3,41,0,0,0,0,0
2337,Monica Tan,1.02E+16,I was told by Grab to subscribe to their official FB page to receive notifications on latest promotions as I wasn't aware of their FLYAPRIL promo as it did not appear in my notifications tab. That's to say the notifications tab in the app is not updated with the latest info!,2125,,4/23/2017 2:00,2,0,51,0,0,0,0,0
2338,Bok Chek Yang,1.02E+16,"How come the latest Just7 promo, I didn't receive in my notifications ?",2112,,4/18/2017 19:05,19,2,13,0,0,0,0,0
2339,Ho Wanxuan,1.02E+16,"Referred a friend and was told to input SHARELOVESG, booking not eligible for promo, please help!",2128,positive,5/2/2017 2:28,2,2,16,1.5,0,0,2,0
2340,Gary Chan,1.95E+14,,2113,,4/18/2017 20:32,20,2,1,0,0,0,0,0
2341,Haze Aric,7.64E+14,I can't even get to see my notifications at all,2114,,4/18/2017 21:50,21,2,10,0,0,0,0,0
2342,Loh Rui,7.94E+14,Same my notification always slow in update,2127,,4/24/2017 2:54,2,1,7,0,0,0,0,0
2343,Aneesh John,1.77E+15,Nowadays I am not getting any offer notifications from grab,2120,,4/19/2017 16:45,16,3,10,0,0,0,0,0
2344,Aishah Ladybird Karim,1.68E+15,Cannot use my atm cards as promote,2115,,4/18/2017 22:34,22,2,7,1,0,0,1,0
2345,Aishah Ladybird Karim,1.68E+15,Cannot use my rewards,2116,,4/18/2017 22:34,22,2,4,2,0,0,1,0
2346,Dani Awan Baba,5.16E+14, Awesome!  Grab  Carry On ^_^ :*   King Bot Team     AQIBBOT.ML  ,2111,,4/18/2017 18:46,18,2,12,4,0,0,0,1
2347,Leong Per Kin Ignatius,1.02E+16,"as usual, grab customer service promised to call back by today (19 Apr)... as usual, no callback. 7 calls,  7 promises 7 no CALLBACKS. Reliably unreliable!",2122,,4/20/2017 9:37,9,4,26,1,0,2,2,0
2348,Mervyn Jui Meng Tan,1.14E+15,"If you ride or drive with Uber, Grab or Ryde, you're warmly invited to join this new group. The main purpose is to share common problems and experiences from both sides of the whole PHV experience. Members' submitted posts content are varied and hopefully focused to achieve a better ride experience for all parties. https://m.facebook.com/groups/1013566295436747?tsid=0.8880429809538628&source=types head",2123,,4/20/2017 10:04,10,4,56,1,0,1,5,0
2349,Joreenne Mei,3.42E+14,I use this to get notified of goodies https://facebook.com/groups/hitchsg?view=permalink&id=1069386116539772,2117,,4/19/2017 0:06,0,3,9,0,0,0,0,0
2350,Grab,2.30E+14,Thanks for the support! This promotion has been fully redeemed and is now only available for passengers who are taking their first cashless ride. Don't forget that this promotion will be back on 23 and 30 April!,2093,,4/16/2017 22:29,22,0,37,1.25,0,1,3,0
2351,Grab,2.30E+14,"Unfortunately, this promotion campaign has been fully redeemed earlier today. Thank you for the support given.",2105,,4/23/2017 20:51,20,0,16,2,0,0,3,0
2352,Grab,2.30E+14,"Hi Cherlyn Lim, do drop us a PM so that we can look into the following for you.",2097,,4/18/2017 2:30,2,2,18,-1,0,1,0,0
2353,Grab,2.30E+14,Thanks for the support! This promotion has been fully redeemed and is now only available for passengers who are taking their first cashless ride. Don't forget that this promotion will be back on 30 April!,2104,,4/23/2017 20:26,20,0,35,1.25,0,1,3,0
2354,SHshaiiniiee SH,1.86E+15,"Dear Grab,  It is better for your company to advertise what is the term and condition of JUSTGRAB. Most of the passenger does not know that if driver wait more than 5 minutes there is $3 surcharge.  If go to more than 1 location there is surcharge of $5.  If you change place to further than the location booked there is extra charges. If lesser paid as booked. ERP and toll paid by passenger.  Non of this was educate to passenger. ( please be noted that I am a Grab user). I know this from your driver but not from your company. So for mutual respect between drivers and passengers it is your responsibility as the service provider to explain to both passengers and drivers if not passengers may argue with drivers and vise versa.",2095,,4/17/2017 6:37,6,1,135,1.25,0,0,3,0
2355,Kael Yamazaki,1.68E+15,hey why does it say the booking is not eligible for the promo when im alr using grabpay,2106,,4/24/2017 0:18,0,1,18,0,0,0,0,0
2356,AyieFifi Nineseventhree,1.02E+16,It doesn't work. How come?,2094,,4/16/2017 23:03,23,0,5,0,0,0,0,0
2357,Cyrin Ng,1.02E+16,Doesn't work..,2099,,4/22/2017 18:19,18,6,2,0,0,0,0,0
2358,Lynn Ooi,1.02E+16,"GRAB, think you could possibly send the promo notifications to ALL your customers BEFORE the promo starts, instead of after or when the event is already halfway through? Even when the app has been updated to latest version (always!), I'm either not receiving the notifications or it comes in too late. Come on, wake up please.",2090,,4/16/2017 18:59,18,0,56,1,0,0,1,0
2359,Why Not Deals Singapore,9.53E+14,This promotion has been featured at https://www.whynotdeals.com/deals/grabsingapore5offjustgrabrideseverysundaypromotionends30apr2017/,2089,,4/16/2017 9:11,9,0,7,0,0,0,0,0
2360,Natasha Anastasia Ng,1.02E+16,Grab One of ur driver hit my fren's bike from the back and he was wounded badly. The driver was not apologetic at all and did not render any help to my fren after the accident. Kindly review and ban such bad driver as they are endangering lives on the road!!!,2096,,4/17/2017 6:42,6,1,51,-0.666666667,0,4,1,1
2361,Jimmy Ng,1.02E+16,"It says, i can apply the promo. when i book, this happens. then it says peak demand, fare is $13. I check Uber, and it's only $9.77 for the same ride..No wayang discount code and merry go round pissing customers like normal taxi.",2107,,4/24/2017 2:03,2,1,43,-0.25,0,2,1,0
2362,James Lee,1.02E+16,Shouldn't u announce this earlier today & certainly not late afternoon or evening of the 3rd Sun of Apr,2086,,4/16/2017 5:43,5,0,19,0,0,0,0,0
2363,Aaron Ong,1.02E+16,This is clearly quite questionable. I tried the code at 5am today and it was not working already.. ,2103,,4/23/2017 20:13,20,0,19,-0.5,0,1,1,0
2364,Juliana Lee,1.02E+16,Why is this advert only coming on at the END of April?!,2100,,4/23/2017 8:04,8,0,12,0,0,0,0,0
2365,Catherine Choo,1.02E+16,I redeemed mine this morning. Grab has also replied to my queries. Has been good so far. Much better than other providers ,2091,,4/16/2017 19:43,19,0,23,2.333333333,0,0,3,0
2366,Yan Mei Alic,1.02E+16,What for if the actual fare is lower than the fixed grab fare. I see the taxi meter show $6 plus but my justgrab fare is $10.,2109,,4/24/2017 16:13,16,1,27,0,0,0,0,0
2367,Gary Chan,1.95E+14,,2092,,4/16/2017 20:53,20,0,1,0,0,0,0,0
2368,Andy Tan,1.02E+16,cheap po no $ don't go out,2101,,4/23/2017 9:55,9,0,7,0,0,1,0,0
2369,Louis Diong,1.02E+16,Ushio for sunday ride,2087,,4/16/2017 6:09,6,0,4,0,0,0,0,0
2370,Jonab Ali,3.81E+14,Hi l love you,2102,positive,4/23/2017 16:53,16,0,4,4,0,0,0,1
2371,Cheryl Sim,1.02E+16,It's Sunday today and it's not working.,2108,,4/24/2017 3:56,3,1,7,0,0,0,0,0
2372,Lindy Yeo,1.02E+16,Start from what time,2088,,4/16/2017 8:03,8,0,4,0,0,0,0,0
2373,Cyrin Ng,1.02E+16,Doesn't work..,2098,,4/22/2017 18:18,18,6,2,0,0,0,0,0
2374,Danial Blake,1.02E+16,Fully redeemed again?,2110,,4/30/2017 23:15,23,0,3,2,0,0,1,0
2375,Mervyn Jui Meng Tan,1.14E+15,"https://www.facebook.com/groups/1013566295436747/  If you ride or drive with Uber, Grab or Ryde, you're warmly  invited to join this new group. The main purpose is to share common problems and experiences from both sides of the car sharing experience. Our admins are newbies so forgive us for the bare look and feel. Member content is varied and hopefully focused to achieve a better ride experience for all parties.",2084,,4/15/2017 5:57,5,6,66,1,0,1,6,0
2376,Shar NP,1.96E+15,I see what you did there. Haha,2081,,4/14/2017 6:28,6,5,7,2.5,0,0,1,0
2377,Alenzo Gill,9.67E+14,,2083,,4/15/2017 4:05,4,6,1,0,0,0,0,0
2378,Wayne Koh,1.02E+16,==slow clap==,2082,,4/14/2017 7:45,7,5,2,0,0,0,0,0
2379,Alle Koh Ow Yong,1.02E+16,Mas Rico LeAn Thomas Koh,2085,,4/23/2017 19:35,19,0,5,0,0,0,0,0
2380,Stephen Ermann,1.02E+16,"While funny, this does not really represent my last few Grab experiences:  Tick tock  searching for driver  Tick tock  still searching for driver   Tick tock  still searching for driver  This is good  found a driver  Hurry  driver in 8 minutes away  Hurry  driver is dropping off another passenger  arghhhh....",2072,,4/14/2017 3:41,3,5,49,3.5,0,0,1,1
2381,Tula Gopi Krishna Rao,1.59E+15,"Couple of things for grab to note. 1. Getting a cab is taking much longer. I usually spend 510 mins every time I try to book one. 2. If i am booking grabshare, I observed that driver would wantedly roam around so that he gets more time to find another rider.",2070,,4/14/2017 0:36,0,5,51,0,0,0,0,0
2382,Ong Xu Wei,1.80E+15,Then realising you cant use any promo code cause Grab fking loves card and you wanna pay by cash,2061,positive,4/13/2017 20:58,20,4,19,-2,1,0,0,0
2383,Mervyn Jui Meng Tan,1.14E+15,"https://www.facebook.com/groups/1013566295436747/  If you ride or drive with Uber, Grab or Ryde, you're warmly  invited to join this new group. The main purpose is to share common problems and experiences from both sides of the car sharing experience. Our admins are newbies so forgive us for the bare look and feel. Member content is varied and hopefully focused to achieve a better ride experience for all parties.",2078,,4/15/2017 6:00,6,6,66,1,0,1,6,0
2384,Muhammed Ismail Jumadi,1.02E+16,Oh im wearing my shoes..  Oh im waiting for the lift..  After 5 mins still nt down.. duuuh,2063,,4/13/2017 21:11,21,4,18,-2,0,1,0,0
2385,Regin Radiant,1.64E+15,The only roller coaster of emotion i felt towards grab is Nonchalant to Anger to Frustration,2077,,4/14/2017 22:15,22,5,16,-2.5,0,2,0,0
2386,Edward Wong,1.02E+16,Drivers don't read notes when u ask for delay a few mins.,2076,,4/14/2017 11:35,11,5,12,-1,0,1,0,0
2387,Kelvin Foo,1.02E+16,"JustGrab not usable for me, and now Grab keep giving promo code for the JustGrab which totally useless for me. I am Gold status for the Grab apps and now makes me like quit for Grab now. As comfort do have the promo code for taking cab.",2064,,4/13/2017 21:35,21,4,47,-0.666666667,1,0,1,0
2388,Jean Tan,1.02E+16,"What about 1st grab driver cancelled on you, 2nd grab driver made you wait for 15min (when status shows he is 4min away), and then proceed to cancel on you too?",2080,,5/9/2017 4:19,4,2,31,-1,0,2,0,0
2389,Loh Raymond,1.91E+15,Waste so much on all these nonsense might as well engage more people to answer calls,2073,,4/14/2017 3:52,3,5,16,-0.75,1,1,2,0
2390,Ijlal Afif,1.43E+15,Asiyath Aisha Afif the graph peaks when the promo code works. Lool,2068,,4/13/2017 23:57,23,4,12,0,0,0,0,0
2391,Alan Wong,1.02E+16,Your driver is 5mins away... After 5mins... Your driver is 4mins away...,2060,,4/13/2017 20:57,20,4,12,0,0,0,0,0
2392,Umair Ahmed,1.02E+16,What about booking a Grab and driver is 17 mins away?,2069,,4/14/2017 0:25,0,5,11,0,0,0,0,0
2393,Nitin Sood,1.02E+16,Always happens,2059,,4/13/2017 19:17,19,4,2,0,0,0,0,0
2394,Danny Sousa,1.59E+15,I got a discount! .......no it's expired.....pay full price,2075,,4/14/2017 7:57,7,5,9,0,0,1,0,0
2395,Alenzo Gill,9.67E+14,,2066,,4/13/2017 22:26,22,4,1,0,0,0,0,0
2396,Athena Pallas,1.02E+16,The 30hitch promo is not working :(,2079,negative,4/18/2017 2:41,2,2,7,0,0,0,0,0
2397,Gary Chan,1.95E+14,,2067,,4/13/2017 22:31,22,4,1,0,0,0,0,0
2398,Jeslyn Lee,1.02E+16,Jimmy omg so like me,2071,,4/14/2017 3:33,3,5,5,0,0,0,0,0
2399,Ben SeeyouTomorrow,1.02E+16,True story,2062,,4/13/2017 21:11,21,4,2,2,0,0,1,0
2400,Onat Kibarolu,1.89E+15,so exact.,2065,,4/13/2017 21:53,21,4,2,0,0,0,0,0
2401,Ridhwan Yusoff,1.02E+16,Na'im Basiron ,2074,,4/14/2017 7:45,7,5,3,0,0,0,0,0
2402,Asal Boley,1.02E+16,"You gave us promotions with conditions to pay via anything else except cash. But suddenly also, my all other payment methods are not available except for cash. The one method which i RARELY use. What an irony.",2056,,4/14/2017 6:49,6,5,37,-0.5,0,1,0,0
2403,Mervyn Jui Meng Tan,1.14E+15,"https://www.facebook.com/groups/1013566295436747/  If you ride or drive with Uber, Grab or Ryde, you're warmly  invited to join this new group. The main purpose is to share common problems and experiences from both sides of the car sharing experience. Our admins are newbies so forgive us for the bare look and feel. Member content is varied and hopefully focused to achieve a better ride experience for all parties.",2057,,4/15/2017 6:06,6,6,66,1,0,1,6,0
2404,Why Not Deals Singapore,9.53E+14,This promotion has been featured at https://www.whynotdeals.com/deals/grabsingaporeenjoy8off2ridesfrochangiairportpromotion1317apr2017/,2052,,4/13/2017 22:57,22,4,7,0,0,0,0,0
2405,Alastair Crisis,1.02E+16,Oh no! extend to next wednesday pls!  i am travelling only next wed,2058,,4/17/2017 16:21,16,1,13,0.666666667,0,1,2,0
2406,Juyyo,1.64E+15,This Promo Code have been Featured on https://www.juyyo.com/promo/zUBywsT/grab1317apriltofromchangi8offjustgrabpr,2048,,4/13/2017 18:28,18,4,8,0,0,0,0,0
2407,Alenzo Gill,9.67E+14,,2046,,4/13/2017 18:12,18,4,1,0,0,0,0,0
2408,Flo Rence,1.02E+16,Grab is ,2053,,4/14/2017 0:22,0,5,3,0,0,0,0,0
2409,Jerry Wong,1.02E+16,Alvin Wong Might be useful for your Japan trip.,2051,,4/13/2017 22:38,22,4,9,2,0,0,1,0
2410,Gary Chan,1.95E+14,,2049,,4/13/2017 18:58,18,4,1,0,0,0,0,0
2411,Luke Jasmine,1.02E+16,Emily Tan u wanna go airport,2050,,4/13/2017 21:37,21,4,6,0,0,0,0,0
2412,Hui Hui O,1.02E+16,LiHui Tan,2047,,4/13/2017 18:16,18,4,2,0,0,0,0,0
2413,Sukadis Jamilah,1.02E+16,Herman Seah,2055,,4/14/2017 3:48,3,5,2,0,0,0,0,0
2414,Jnee Ten,1.02E+16,Hui Shin Lim,2054,,4/14/2017 2:50,2,5,3,0,0,0,0,0
2415,Eitan Leung,1.02E+16,Teo Spes,2045,,4/13/2017 18:11,18,4,2,0,0,0,0,0
2416,Grab,2.30E+14,"Hi Michelle Lim, do drop us a PM with you details so that we can look into the matter. Thank you.",2023,,4/13/2017 0:00,0,4,21,0.666666667,0,1,2,0
2417,Grab,2.30E+14,"Hi Laura, it is still available. Do ensure you have read the terms and condition as well as the criteria. More details at: http://grb.to/just7",2043,,4/17/2017 22:09,22,1,24,1.5,0,0,2,0
2418,Sarah Chua,1.02E+16,"Have been overcharged on two instances and both times Grab support said I would receive a refund back to my credit card in 45 days. Never happened. Yesterday I took a ride home from the airport with a promo code, promo code wasn't applied. Wow Grab, seriously wow.",2037,,4/14/2017 22:05,22,5,48,3.333333333,0,0,1,2
2419,Tengku Azreena Herdawati,1.02E+16,Your driver cancelled my ride and still had the cheek to charge me for it. WTF grab.. seriously WTF,2035,,4/14/2017 9:37,9,5,19,-2.6,2,3,0,0
2420,Crystal Lim,1.02E+16,they took my cash & double charged me on credit card.. well done Grab,2044,,4/18/2017 1:30,1,2,14,1,0,0,1,0
2421,Shinoy Job,1.59E+15,Finally today mornig my issue resolved after long waitig and call..  tx grab,2038,,4/14/2017 22:32,22,5,13,2,0,0,1,0
2422,Jacelynn Bernice Pang,1.02E+16,"Hi, I can never ever activate my grab pay, I thought an OS update will help but it just nv happen",2036,,4/14/2017 16:09,16,5,21,1,0,0,1,0
2423,Mavis Ooi,1.02E+16,Promo code not active on my return trip.,2022,,4/12/2017 23:08,23,3,8,1,0,0,1,0
2424,Cynthia Ong,1.02E+16,If I paid by cash?,2041,,4/16/2017 18:35,18,0,5,0,0,0,0,0
2425,Deguang N Juliana Lee,1.66E+15,Same! And can't get help from support!,2028,,4/13/2017 7:01,7,4,7,2,0,0,2,0
2426,Xu JiaLing,1.02E+16,"Hi Grab, I raised a customer service enquiry on the status of my grabpay and there was no response. Decided to take to social media platform only to realise that it's a problem many others face. Grabpay was working very well until the last couple of days. Mayve you would like to look into updating the grabpay system and, to minimally respond to your customers who have logged a query. It's not nice having to pay cash and to miss out the promos only available by using grabpay when you're a very regular grabpay user.",2030,,4/13/2017 13:40,13,4,95,0.333333333,0,3,1,1
2427,Jolyn Teng,1.02E+16,"Hi guys, I see the comment most of us have credit some amount into grabpay and we can't use it. And this issue have been like more than 3 working days. No reply from Grab after numerous emails and calls. Can we actually report them with CASE?",2031,,4/13/2017 16:17,16,4,47,0,0,1,0,0
2428,Pei Ru Chee,2.03E+15,Waste of time this morning 7.30am book grab share wait till 7.40am and tried to call the driver but no pick up.. end up I hav to cancel my booking!! Ownself take cab on road & luckily reach office 8.29am by one minute early..,2021,,4/12/2017 21:26,21,3,44,0,1,2,3,0
2429,Jon McBride,1.02E+16,Grab I think it's goodbye . You want to charge me $28 for JustGrab or Grabcar when Uber is $14. This is happening too much to stay loyal like I have been. I don't want promos  I want consistent competitive pricing.,2027,,4/13/2017 6:31,6,4,41,1.333333333,0,0,5,0
2430,Jesslyn Tham,1.02E+16,"This promo code is not a promo at all. My usual trip fare will cost me $12. By right with the promo, I would need to pay $3.. instead when I look at the fare, it showed as $18 then with promo, I still need to pay $9?? This is not a promo code anymore.",2024,,4/13/2017 1:01,1,4,55,0,0,0,0,0
