Channel,Campaign,Placement,Date,Device,Country,Served.Impressions,No.of.clicks,Cost,No.of.products.viewed,No.of.product.bought
search,weekly_sales_2016_21,facebook,26/5/16,desktop,korea,167,2,0.88,6,2
search,weekly_sales_2016_21,facebook,26/5/16,desktop,malaysia,139,3,0.85,13,2
search,weekly_sales_2016_21,facebook,26/5/16,desktop,singapore,192,4,0.89,4,2
search,weekly_sales_2016_21,facebook,26/5/16,desktop,thailand,146,2,0.3,2,2
search,weekly_sales_2016_21,facebook,26/5/16,mobile,cambodia,489,13,2.19,20,2
search,weekly_sales_2016_21,facebook,26/5/16,mobile,malaysia,272,8,1.35,18,2
search,weekly_sales_2016_21,facebook,26/5/16,mobile,singapore,66,3,0.28,2,2
search,weekly_sales_2016_21,facebook,26/5/16,mobile,thailand,117,1,0.44,7,2
search,weekly_sales_2016_21,ooyala,26/5/16,desktop,cambodia,242,6,0.84,9,2
search,weekly_sales_2016_21,ooyala,26/5/16,desktop,indonesia,159,7,1.35,14,2
search,weekly_sales_2016_21,ooyala,26/5/16,desktop,korea,182,9,1.69,25,2
search,weekly_sales_2016_21,ooyala,26/5/16,desktop,malaysia,159,7,1.14,23,2
search,weekly_sales_2016_21,ooyala,26/5/16,desktop,singapore,596,14,2.76,33,2
search,weekly_sales_2016_21,ooyala,26/5/16,desktop,thailand,60,2,0.43,2,2
search,weekly_sales_2016_21,ooyala,26/5/16,mobile,cambodia,95,1,0.58,2,2
search,weekly_sales_2016_21,ooyala,26/5/16,mobile,indonesia,291,3,0.93,27,2
search,weekly_sales_2016_21,ooyala,26/5/16,mobile,korea,80,2,0.56,3,2
search,weekly_sales_2016_21,ooyala,26/5/16,mobile,malaysia,198,5,0.85,14,2
search,weekly_sales_2016_21,ooyala,26/5/16,mobile,singapore,524,5,2.39,20,2
search,weekly_sales_2016_21,ooyala,26/5/16,mobile,thailand,178,5,0.89,14,2
search,weekly_sales_2016_21,youtube,26/5/16,desktop,cambodia,202,5,1.54,33,2
search,weekly_sales_2016_21,youtube,26/5/16,desktop,indonesia,183,4,0.74,5,2
search,weekly_sales_2016_21,youtube,26/5/16,desktop,korea,142,6,1.43,8,2
search,weekly_sales_2016_21,youtube,26/5/16,desktop,malaysia,87,3,0.71,2,2
search,weekly_sales_2016_21,youtube,26/5/16,desktop,singapore,206,7,0.94,8,2
search,weekly_sales_2016_21,youtube,26/5/16,desktop,thailand,248,7,1.49,17,2
search,weekly_sales_2016_21,youtube,26/5/16,mobile,cambodia,12,3,0.63,6,2
search,weekly_sales_2016_21,youtube,26/5/16,mobile,indonesia,82,1,0.64,3,2
search,weekly_sales_2016_21,youtube,26/5/16,mobile,korea,333,5,1.39,7,2
search,weekly_sales_2016_21,youtube,26/5/16,mobile,malaysia,276,6,1.56,7,2
search,weekly_sales_2016_21,youtube,26/5/16,mobile,singapore,199,3,1.26,8,2
search,weekly_sales_2016_21,youtube,26/5/16,mobile,thailand,293,5,1.55,15,2
social,weekly_sales_2016_21,facebook,26/5/16,desktop,cambodia,137,6,1.59,7,2
social,weekly_sales_2016_21,facebook,26/5/16,desktop,indonesia,311,8,1.69,21,2
social,weekly_sales_2016_21,facebook,26/5/16,desktop,korea,159,3,1.01,6,2
social,weekly_sales_2016_21,facebook,26/5/16,desktop,malaysia,127,5,1.09,12,2
social,weekly_sales_2016_21,facebook,26/5/16,desktop,singapore,269,6,2.08,20,2
social,weekly_sales_2016_21,facebook,26/5/16,desktop,thailand,409,10,2.92,23,2
social,weekly_sales_2016_21,facebook,26/5/16,mobile,cambodia,16,2,0.18,3,2
social,weekly_sales_2016_21,facebook,26/5/16,mobile,indonesia,483,8,1.78,13,2
social,weekly_sales_2016_21,facebook,26/5/16,mobile,korea,70,2,0.33,4,2
social,weekly_sales_2016_21,facebook,26/5/16,mobile,malaysia,36,1,0.76,15,2
social,weekly_sales_2016_21,facebook,26/5/16,mobile,singapore,99,5,1.55,11,2
social,weekly_sales_2016_21,facebook,26/5/16,mobile,thailand,94,3,0.46,9,2
social,weekly_sales_2016_21,ooyala,26/5/16,desktop,indonesia,53,2,0.27,3,2
social,weekly_sales_2016_21,ooyala,26/5/16,desktop,singapore,17,1,0.29,8,2
social,weekly_sales_2016_21,ooyala,26/5/16,desktop,thailand,495,14,2.3,17,2
social,weekly_sales_2016_21,ooyala,26/5/16,mobile,cambodia,66,2,0.63,14,2
social,weekly_sales_2016_21,ooyala,26/5/16,mobile,malaysia,477,10,1.63,14,2
social,weekly_sales_2016_21,ooyala,26/5/16,mobile,thailand,105,1,0.54,9,2
social,weekly_sales_2016_21,youtube,26/5/16,desktop,cambodia,261,4,1.28,7,2
social,weekly_sales_2016_21,youtube,26/5/16,desktop,indonesia,270,4,1.07,6,2
social,weekly_sales_2016_21,youtube,26/5/16,desktop,korea,365,4,1.74,11,2
social,weekly_sales_2016_21,youtube,26/5/16,desktop,malaysia,120,2,0.58,15,2
social,weekly_sales_2016_21,youtube,26/5/16,desktop,singapore,184,6,1,8,2
social,weekly_sales_2016_21,youtube,26/5/16,desktop,thailand,132,1,0.39,2,2
social,weekly_sales_2016_21,youtube,26/5/16,mobile,cambodia,63,2,0.74,2,2
social,weekly_sales_2016_21,youtube,26/5/16,mobile,indonesia,244,4,0.62,13,2
social,weekly_sales_2016_21,youtube,26/5/16,mobile,korea,414,10,1.57,26,2
social,weekly_sales_2016_21,youtube,26/5/16,mobile,malaysia,254,6,0.98,8,2
social,weekly_sales_2016_21,youtube,26/5/16,mobile,singapore,108,5,1.1,18,2
social,weekly_sales_2016_21,youtube,26/5/16,mobile,thailand,286,7,2.11,20,2
video,weekly_sales_2016_21,facebook,26/5/16,desktop,indonesia,290,8,2.48,38,2
video,weekly_sales_2016_21,facebook,26/5/16,desktop,korea,408,10,2.24,30,2
video,weekly_sales_2016_21,facebook,26/5/16,desktop,singapore,148,6,1.31,12,2
video,weekly_sales_2016_21,facebook,26/5/16,desktop,thailand,141,2,0.5,2,2
video,weekly_sales_2016_21,facebook,26/5/16,mobile,cambodia,178,7,1.77,25,2
video,weekly_sales_2016_21,facebook,26/5/16,mobile,indonesia,259,6,1.65,30,2
video,weekly_sales_2016_21,facebook,26/5/16,mobile,thailand,219,5,0.67,5,2
video,weekly_sales_2016_21,ooyala,26/5/16,desktop,cambodia,64,4,1.19,6,2
video,weekly_sales_2016_21,ooyala,26/5/16,desktop,indonesia,208,7,1.58,19,2
video,weekly_sales_2016_21,ooyala,26/5/16,desktop,korea,203,5,1.27,7,2
video,weekly_sales_2016_21,ooyala,26/5/16,desktop,malaysia,158,5,1.16,6,2
video,weekly_sales_2016_21,ooyala,26/5/16,desktop,thailand,127,2,0.15,15,2
video,weekly_sales_2016_21,ooyala,26/5/16,mobile,cambodia,338,7,1.33,8,2
video,weekly_sales_2016_21,ooyala,26/5/16,mobile,malaysia,118,1,0.47,3,2
video,weekly_sales_2016_21,ooyala,26/5/16,mobile,singapore,539,16,2.46,23,2
video,weekly_sales_2016_21,ooyala,26/5/16,mobile,thailand,357,9,2.06,18,2
video,weekly_sales_2016_21,youtube,26/5/16,desktop,cambodia,279,7,1.75,11,2
video,weekly_sales_2016_21,youtube,26/5/16,desktop,indonesia,221,3,0.87,8,2
video,weekly_sales_2016_21,youtube,26/5/16,desktop,korea,64,3,0.25,8,2
video,weekly_sales_2016_21,youtube,26/5/16,desktop,malaysia,235,5,1.2,8,2
video,weekly_sales_2016_21,youtube,26/5/16,desktop,singapore,349,6,1.93,10,2
video,weekly_sales_2016_21,youtube,26/5/16,desktop,thailand,149,3,0.76,5,2
video,weekly_sales_2016_21,youtube,26/5/16,mobile,cambodia,144,1,0.45,2,2
video,weekly_sales_2016_21,youtube,26/5/16,mobile,indonesia,84,1,0.33,13,2
video,weekly_sales_2016_21,youtube,26/5/16,mobile,korea,286,8,1.37,16,2
video,weekly_sales_2016_21,youtube,26/5/16,mobile,singapore,281,4,1.36,5,2
video,weekly_sales_2016_21,youtube,26/5/16,mobile,thailand,419,4,1.23,11,2
display,weekly_sales_2016_21,DoubleClick,27/5/16,desktop,indonesia,80,1,0.78,14,2
display,weekly_sales_2016_21,DoubleClick,27/5/16,desktop,korea,96,1,0.55,14,2
display,weekly_sales_2016_21,DoubleClick,27/5/16,desktop,malaysia,387,7,1.77,7,2
display,weekly_sales_2016_21,DoubleClick,27/5/16,desktop,singapore,143,2,0.35,2,2
display,weekly_sales_2016_21,DoubleClick,27/5/16,desktop,thailand,239,5,0.91,4,2
display,weekly_sales_2016_21,DoubleClick,27/5/16,mobile,cambodia,49,3,1.24,11,2
display,weekly_sales_2016_21,DoubleClick,27/5/16,mobile,indonesia,17,2,0.61,2,2
display,weekly_sales_2016_21,DoubleClick,27/5/16,mobile,korea,40,3,0.66,3,2
display,weekly_sales_2016_21,DoubleClick,27/5/16,mobile,singapore,191,5,0.72,5,2
display,weekly_sales_2016_21,DoubleClick,27/5/16,mobile,thailand,288,10,1.85,25,2
display,weekly_sales_2016_21,GDN,27/5/16,desktop,cambodia,111,1,0.49,3,2
display,weekly_sales_2016_21,GDN,27/5/16,desktop,indonesia,193,7,1.26,20,2
display,weekly_sales_2016_21,GDN,27/5/16,desktop,korea,98,2,0.55,3,2
display,weekly_sales_2016_21,GDN,27/5/16,mobile,indonesia,133,3,0.73,11,2
display,weekly_sales_2016_21,GDN,27/5/16,mobile,korea,289,7,1.11,32,2
display,weekly_sales_2016_21,GDN,27/5/16,mobile,malaysia,189,5,1.05,8,2
display,weekly_sales_2016_21,GDN,27/5/16,mobile,singapore,25,1,0.27,6,2
display,weekly_sales_2016_21,GDN,27/5/16,mobile,thailand,119,3,0.29,7,2
display,weekly_sales_2016_21,komli,27/5/16,desktop,cambodia,57,1,0.56,12,2
display,weekly_sales_2016_21,komli,27/5/16,desktop,malaysia,72,1,0.52,9,2
display,weekly_sales_2016_21,komli,27/5/16,desktop,singapore,245,9,1.5,8,2
display,weekly_sales_2016_21,komli,27/5/16,desktop,thailand,86,2,0.74,12,2
display,weekly_sales_2016_21,komli,27/5/16,mobile,cambodia,55,3,0.52,2,2
display,weekly_sales_2016_21,komli,27/5/16,mobile,malaysia,156,4,0.9,12,2
display,weekly_sales_2016_21,komli,27/5/16,mobile,thailand,21,1,0.34,3,2
display,weekly_sales_2016_21,Line,27/5/16,desktop,cambodia,180,5,1.36,8,2
display,weekly_sales_2016_21,Line,27/5/16,desktop,indonesia,104,1,0.22,11,2
display,weekly_sales_2016_21,Line,27/5/16,desktop,korea,133,3,0.46,2,2
display,weekly_sales_2016_21,Line,27/5/16,desktop,malaysia,152,4,1.1,29,2
display,weekly_sales_2016_21,Line,27/5/16,desktop,thailand,31,3,0.77,3,2
display,weekly_sales_2016_21,Line,27/5/16,mobile,cambodia,38,2,0.38,2,2
display,weekly_sales_2016_21,Line,27/5/16,mobile,indonesia,76,1,0.48,2,2
display,weekly_sales_2016_21,Line,27/5/16,mobile,malaysia,212,8,0.89,8,2
display,weekly_sales_2016_21,Line,27/5/16,mobile,singapore,32,1,0.58,9,2
display,weekly_sales_2016_21,Line,27/5/16,mobile,thailand,216,5,0.74,16,2
display,weekly_sales_2016_21,yahoo,27/5/16,desktop,indonesia,229,5,0.92,13,2
display,weekly_sales_2016_21,yahoo,27/5/16,desktop,korea,90,4,1.16,11,2
display,weekly_sales_2016_21,yahoo,27/5/16,desktop,singapore,87,1,0.56,2,2
display,weekly_sales_2016_21,yahoo,27/5/16,desktop,thailand,67,1,0.53,2,2
display,weekly_sales_2016_21,yahoo,27/5/16,mobile,indonesia,116,3,0.73,8,2
display,weekly_sales_2016_21,yahoo,27/5/16,mobile,korea,237,9,1.66,34,2
display,weekly_sales_2016_21,yahoo,27/5/16,mobile,malaysia,20,1,0.37,3,2
display,weekly_sales_2016_21,yahoo,27/5/16,mobile,singapore,65,5,1.24,16,2
display,weekly_sales_2016_21,yahoo,27/5/16,mobile,thailand,109,6,0.67,6,2
search,weekly_sales_2016_21,facebook,27/5/16,desktop,cambodia,280,6,1.55,16,2
search,weekly_sales_2016_21,facebook,27/5/16,desktop,indonesia,337,7,1.23,22,2
search,weekly_sales_2016_21,facebook,27/5/16,desktop,malaysia,36,1,0.31,2,2
search,weekly_sales_2016_21,facebook,27/5/16,desktop,singapore,41,2,0.77,2,2
search,weekly_sales_2016_21,facebook,27/5/16,desktop,thailand,236,6,1.41,21,2
search,weekly_sales_2016_21,facebook,27/5/16,mobile,cambodia,191,4,0.8,6,2
search,weekly_sales_2016_21,facebook,27/5/16,mobile,indonesia,283,3,1.25,32,2
search,weekly_sales_2016_21,facebook,27/5/16,mobile,korea,168,4,1.11,13,2
search,weekly_sales_2016_21,facebook,27/5/16,mobile,malaysia,457,6,2.33,46,2
search,weekly_sales_2016_21,facebook,27/5/16,mobile,singapore,119,2,0.31,2,2
search,weekly_sales_2016_21,facebook,27/5/16,mobile,thailand,166,9,1.35,14,2
search,weekly_sales_2016_21,ooyala,27/5/16,desktop,cambodia,43,1,0.49,2,2
search,weekly_sales_2016_21,ooyala,27/5/16,desktop,indonesia,431,12,2.3,29,2
search,weekly_sales_2016_21,ooyala,27/5/16,desktop,korea,354,7,1.7,13,2
search,weekly_sales_2016_21,ooyala,27/5/16,desktop,malaysia,265,5,0.81,5,2
search,weekly_sales_2016_21,ooyala,27/5/16,desktop,singapore,122,1,0.35,3,2
search,weekly_sales_2016_21,ooyala,27/5/16,desktop,thailand,165,3,0.71,6,2
search,weekly_sales_2016_21,ooyala,27/5/16,mobile,indonesia,198,2,1.31,17,2
search,weekly_sales_2016_21,ooyala,27/5/16,mobile,malaysia,36,1,0.34,3,2
search,weekly_sales_2016_21,ooyala,27/5/16,mobile,thailand,146,9,2.12,22,2
search,weekly_sales_2016_21,youtube,27/5/16,desktop,cambodia,369,9,1.87,17,2
search,weekly_sales_2016_21,youtube,27/5/16,desktop,indonesia,155,2,0.93,12,2
search,weekly_sales_2016_21,youtube,27/5/16,desktop,korea,263,6,1.92,7,2
search,weekly_sales_2016_21,youtube,27/5/16,desktop,malaysia,183,4,0.62,16,2
search,weekly_sales_2016_21,youtube,27/5/16,desktop,thailand,105,6,1,7,2
search,weekly_sales_2016_21,youtube,27/5/16,mobile,cambodia,151,5,0.72,10,2
search,weekly_sales_2016_21,youtube,27/5/16,mobile,indonesia,265,5,1.52,20,2
search,weekly_sales_2016_21,youtube,27/5/16,mobile,korea,107,3,0.63,9,2
search,weekly_sales_2016_21,youtube,27/5/16,mobile,malaysia,139,6,2.48,18,2
search,weekly_sales_2016_21,youtube,27/5/16,mobile,thailand,153,4,0.99,4,2
social,weekly_sales_2016_21,facebook,27/5/16,desktop,cambodia,234,4,0.86,13,2
social,weekly_sales_2016_21,facebook,27/5/16,desktop,indonesia,130,2,0.77,3,2
social,weekly_sales_2016_21,facebook,27/5/16,desktop,korea,169,3,1.25,18,2
social,weekly_sales_2016_21,facebook,27/5/16,desktop,malaysia,143,1,0.44,2,2
social,weekly_sales_2016_21,facebook,27/5/16,desktop,singapore,158,6,1.09,21,2
social,weekly_sales_2016_21,facebook,27/5/16,desktop,thailand,281,3,1.69,17,2
social,weekly_sales_2016_21,facebook,27/5/16,mobile,cambodia,60,2,0.37,14,2
social,weekly_sales_2016_21,facebook,27/5/16,mobile,indonesia,86,1,0.27,13,2
social,weekly_sales_2016_21,facebook,27/5/16,mobile,korea,114,2,0.88,11,2
social,weekly_sales_2016_21,facebook,27/5/16,mobile,malaysia,125,3,0.81,22,2
social,weekly_sales_2016_21,facebook,27/5/16,mobile,singapore,131,6,0.75,5,2
social,weekly_sales_2016_21,facebook,27/5/16,mobile,thailand,620,13,3.66,27,2
social,weekly_sales_2016_21,ooyala,27/5/16,desktop,cambodia,159,2,0.92,5,2
social,weekly_sales_2016_21,ooyala,27/5/16,desktop,indonesia,167,4,1.33,10,2
social,weekly_sales_2016_21,ooyala,27/5/16,desktop,korea,104,2,0.18,3,2
social,weekly_sales_2016_21,ooyala,27/5/16,desktop,singapore,138,5,1.2,13,2
social,weekly_sales_2016_21,ooyala,27/5/16,mobile,cambodia,298,8,2.03,11,2
social,weekly_sales_2016_21,ooyala,27/5/16,mobile,indonesia,140,3,0.28,12,2
social,weekly_sales_2016_21,ooyala,27/5/16,mobile,korea,241,4,0.61,8,2
social,weekly_sales_2016_21,ooyala,27/5/16,mobile,singapore,282,8,2.26,8,2
social,weekly_sales_2016_21,ooyala,27/5/16,mobile,thailand,25,3,0.64,12,2
social,weekly_sales_2016_21,youtube,27/5/16,desktop,cambodia,326,8,1.41,16,2
social,weekly_sales_2016_21,youtube,27/5/16,desktop,indonesia,54,1,0.45,4,2
social,weekly_sales_2016_21,youtube,27/5/16,desktop,korea,174,3,0.96,10,2
social,weekly_sales_2016_21,youtube,27/5/16,desktop,malaysia,68,3,0.21,8,2
social,weekly_sales_2016_21,youtube,27/5/16,desktop,thailand,138,1,0.25,7,2
social,weekly_sales_2016_21,youtube,27/5/16,mobile,cambodia,138,3,0.32,3,2
social,weekly_sales_2016_21,youtube,27/5/16,mobile,indonesia,442,9,1.59,19,2
social,weekly_sales_2016_21,youtube,27/5/16,mobile,korea,143,2,0.74,13,2
social,weekly_sales_2016_21,youtube,27/5/16,mobile,malaysia,480,11,2.84,24,2
social,weekly_sales_2016_21,youtube,27/5/16,mobile,singapore,288,6,1.03,6,2
video,weekly_sales_2016_21,facebook,27/5/16,desktop,indonesia,132,2,0.21,7,2
video,weekly_sales_2016_21,facebook,27/5/16,desktop,korea,185,9,0.87,17,2
video,weekly_sales_2016_21,facebook,27/5/16,desktop,singapore,165,5,1.3,15,2
video,weekly_sales_2016_21,facebook,27/5/16,desktop,thailand,33,2,0.52,6,2
video,weekly_sales_2016_21,facebook,27/5/16,mobile,cambodia,161,3,0.41,6,2
video,weekly_sales_2016_21,facebook,27/5/16,mobile,indonesia,99,2,0.69,4,2
video,weekly_sales_2016_21,facebook,27/5/16,mobile,korea,198,4,1.13,11,2
video,weekly_sales_2016_21,facebook,27/5/16,mobile,malaysia,313,4,1.02,12,2
video,weekly_sales_2016_21,facebook,27/5/16,mobile,singapore,52,3,1.09,5,2
video,weekly_sales_2016_21,facebook,27/5/16,mobile,thailand,200,3,1,18,2
video,weekly_sales_2016_21,ooyala,27/5/16,desktop,cambodia,356,4,2.14,16,2
video,weekly_sales_2016_21,ooyala,27/5/16,desktop,indonesia,228,8,2.33,23,2
video,weekly_sales_2016_21,ooyala,27/5/16,desktop,malaysia,82,2,0.57,7,2
video,weekly_sales_2016_21,ooyala,27/5/16,desktop,singapore,264,5,2.11,19,2
video,weekly_sales_2016_21,ooyala,27/5/16,desktop,thailand,230,8,1.89,23,2
video,weekly_sales_2016_21,ooyala,27/5/16,mobile,cambodia,75,2,0.2,3,2
video,weekly_sales_2016_21,ooyala,27/5/16,mobile,indonesia,275,4,1.39,17,2
video,weekly_sales_2016_21,ooyala,27/5/16,mobile,singapore,50,3,0.36,2,2
video,weekly_sales_2016_21,ooyala,27/5/16,mobile,thailand,178,2,0.83,8,2
video,weekly_sales_2016_21,youtube,27/5/16,desktop,cambodia,122,4,1.31,5,2
video,weekly_sales_2016_21,youtube,27/5/16,desktop,korea,34,1,0.59,7,2
video,weekly_sales_2016_21,youtube,27/5/16,desktop,malaysia,61,1,0.48,3,2
video,weekly_sales_2016_21,youtube,27/5/16,desktop,singapore,115,5,0.74,7,2
video,weekly_sales_2016_21,youtube,27/5/16,desktop,thailand,199,7,2.2,23,2
video,weekly_sales_2016_21,youtube,27/5/16,mobile,cambodia,96,3,0.67,15,2
video,weekly_sales_2016_21,youtube,27/5/16,mobile,indonesia,112,3,0.46,2,2
video,weekly_sales_2016_21,youtube,27/5/16,mobile,korea,132,2,0.57,3,2
video,weekly_sales_2016_21,youtube,27/5/16,mobile,malaysia,822,13,3.02,17,2
video,weekly_sales_2016_21,youtube,27/5/16,mobile,thailand,316,7,2.94,16,2
display,weekly_sales_2016_21,DoubleClick,28/5/16,desktop,cambodia,64,3,0.42,2,2
display,weekly_sales_2016_21,DoubleClick,28/5/16,desktop,indonesia,85,6,0.81,11,2
display,weekly_sales_2016_21,DoubleClick,28/5/16,desktop,korea,180,5,1.28,12,2
display,weekly_sales_2016_21,DoubleClick,28/5/16,desktop,malaysia,65,3,0.67,9,2
display,weekly_sales_2016_21,DoubleClick,28/5/16,desktop,singapore,40,1,0.36,3,2
display,weekly_sales_2016_21,DoubleClick,28/5/16,desktop,thailand,329,7,1.97,11,2
display,weekly_sales_2016_21,DoubleClick,28/5/16,mobile,korea,169,4,1.37,28,2
display,weekly_sales_2016_21,DoubleClick,28/5/16,mobile,malaysia,117,3,0.18,2,2
display,weekly_sales_2016_21,DoubleClick,28/5/16,mobile,singapore,82,1,0.38,13,2
display,weekly_sales_2016_21,DoubleClick,28/5/16,mobile,thailand,132,2,1.14,6,2
display,weekly_sales_2016_21,GDN,28/5/16,desktop,cambodia,160,6,1.54,11,2
display,weekly_sales_2016_21,GDN,28/5/16,desktop,indonesia,115,1,0.77,2,2
display,weekly_sales_2016_21,GDN,28/5/16,desktop,korea,238,2,1.42,6,2
display,weekly_sales_2016_21,GDN,28/5/16,mobile,cambodia,118,4,0.9,16,2
display,weekly_sales_2016_21,GDN,28/5/16,mobile,indonesia,48,2,0.18,3,2
display,weekly_sales_2016_21,GDN,28/5/16,mobile,korea,144,4,0.68,6,2
display,weekly_sales_2016_21,GDN,28/5/16,mobile,malaysia,158,3,0.83,19,2
display,weekly_sales_2016_21,GDN,28/5/16,mobile,singapore,27,1,0.63,13,2
display,weekly_sales_2016_21,GDN,28/5/16,mobile,thailand,141,7,1.43,16,2
display,weekly_sales_2016_21,komli,28/5/16,desktop,indonesia,81,3,0.43,3,2
display,weekly_sales_2016_21,komli,28/5/16,desktop,korea,43,2,0.35,2,2
display,weekly_sales_2016_21,komli,28/5/16,desktop,singapore,285,4,1.39,21,2
display,weekly_sales_2016_21,komli,28/5/16,desktop,thailand,145,3,0.18,15,2
display,weekly_sales_2016_21,komli,28/5/16,mobile,korea,485,8,2.36,34,2
display,weekly_sales_2016_21,komli,28/5/16,mobile,malaysia,78,4,1.02,4,2
display,weekly_sales_2016_21,komli,28/5/16,mobile,singapore,124,3,0.66,5,2
display,weekly_sales_2016_21,komli,28/5/16,mobile,thailand,289,5,1.11,12,2
display,weekly_sales_2016_21,Line,28/5/16,desktop,cambodia,223,2,0.68,5,2
display,weekly_sales_2016_21,Line,28/5/16,desktop,indonesia,88,3,0.27,3,2
display,weekly_sales_2016_21,Line,28/5/16,desktop,korea,54,1,0.4,9,2
display,weekly_sales_2016_21,Line,28/5/16,desktop,singapore,139,1,0.45,2,2
display,weekly_sales_2016_21,Line,28/5/16,mobile,cambodia,91,2,0.43,12,2
display,weekly_sales_2016_21,Line,28/5/16,mobile,indonesia,31,3,0.74,13,2
display,weekly_sales_2016_21,Line,28/5/16,mobile,korea,47,3,0.68,13,2
display,weekly_sales_2016_21,Line,28/5/16,mobile,malaysia,82,2,0.38,2,2
display,weekly_sales_2016_21,Line,28/5/16,mobile,singapore,102,2,0.75,2,2
display,weekly_sales_2016_21,Line,28/5/16,mobile,thailand,59,4,1.35,25,2
display,weekly_sales_2016_21,yahoo,28/5/16,desktop,indonesia,301,8,1.76,19,2
display,weekly_sales_2016_21,yahoo,28/5/16,desktop,korea,368,8,2.17,20,2
display,weekly_sales_2016_21,yahoo,28/5/16,desktop,singapore,117,3,0.2,2,2
display,weekly_sales_2016_21,yahoo,28/5/16,desktop,thailand,265,6,1.22,7,2
display,weekly_sales_2016_21,yahoo,28/5/16,mobile,korea,43,4,0.93,6,2
display,weekly_sales_2016_21,yahoo,28/5/16,mobile,malaysia,60,6,1.26,4,2
display,weekly_sales_2016_21,yahoo,28/5/16,mobile,singapore,48,3,0.61,2,2
search,weekly_sales_2016_21,facebook,28/5/16,desktop,cambodia,309,8,1.9,6,2
search,weekly_sales_2016_21,facebook,28/5/16,desktop,indonesia,266,3,0.43,23,2
search,weekly_sales_2016_21,facebook,28/5/16,desktop,korea,116,3,0.61,3,2
search,weekly_sales_2016_21,facebook,28/5/16,desktop,malaysia,130,4,0.94,5,2
search,weekly_sales_2016_21,facebook,28/5/16,desktop,thailand,152,4,1.36,17,2
search,weekly_sales_2016_21,facebook,28/5/16,mobile,cambodia,148,1,0.64,2,2
search,weekly_sales_2016_21,facebook,28/5/16,mobile,indonesia,274,8,1.49,19,2
search,weekly_sales_2016_21,facebook,28/5/16,mobile,korea,61,2,0.46,15,2
search,weekly_sales_2016_21,facebook,28/5/16,mobile,malaysia,153,6,1.12,8,2
search,weekly_sales_2016_21,facebook,28/5/16,mobile,singapore,119,4,1.33,7,2
search,weekly_sales_2016_21,facebook,28/5/16,mobile,thailand,102,3,1.22,18,2
search,weekly_sales_2016_21,ooyala,28/5/16,desktop,cambodia,92,1,0.7,9,2
search,weekly_sales_2016_21,ooyala,28/5/16,desktop,indonesia,533,10,3.35,48,2
search,weekly_sales_2016_21,ooyala,28/5/16,desktop,korea,274,6,1.73,15,2
search,weekly_sales_2016_21,ooyala,28/5/16,desktop,singapore,307,7,2.02,17,2
search,weekly_sales_2016_21,ooyala,28/5/16,desktop,thailand,58,5,0.77,17,2
search,weekly_sales_2016_21,ooyala,28/5/16,mobile,cambodia,99,3,1.18,7,2
search,weekly_sales_2016_21,ooyala,28/5/16,mobile,indonesia,69,4,0.93,9,2
search,weekly_sales_2016_21,ooyala,28/5/16,mobile,korea,292,7,1.01,17,2
search,weekly_sales_2016_21,ooyala,28/5/16,mobile,malaysia,130,5,0.96,28,2
search,weekly_sales_2016_21,ooyala,28/5/16,mobile,thailand,136,3,0.51,7,2
search,weekly_sales_2016_21,youtube,28/5/16,desktop,indonesia,169,3,0.47,17,2
search,weekly_sales_2016_21,youtube,28/5/16,desktop,korea,118,1,0.15,2,2
search,weekly_sales_2016_21,youtube,28/5/16,desktop,malaysia,229,6,1.06,15,2
search,weekly_sales_2016_21,youtube,28/5/16,desktop,singapore,122,3,1.08,8,2
search,weekly_sales_2016_21,youtube,28/5/16,desktop,thailand,249,5,1.37,15,2
search,weekly_sales_2016_21,youtube,28/5/16,mobile,cambodia,113,1,0.38,5,2
search,weekly_sales_2016_21,youtube,28/5/16,mobile,indonesia,128,7,1.98,14,2
search,weekly_sales_2016_21,youtube,28/5/16,mobile,korea,245,5,1.49,16,2
search,weekly_sales_2016_21,youtube,28/5/16,mobile,malaysia,515,11,2.65,39,2
search,weekly_sales_2016_21,youtube,28/5/16,mobile,singapore,190,5,0.92,20,2
search,weekly_sales_2016_21,youtube,28/5/16,mobile,thailand,116,8,2.25,26,2
social,weekly_sales_2016_21,facebook,28/5/16,desktop,cambodia,104,5,0.98,5,2
social,weekly_sales_2016_21,facebook,28/5/16,desktop,indonesia,36,3,0.34,6,2
social,weekly_sales_2016_21,facebook,28/5/16,desktop,korea,128,3,1.09,12,2
social,weekly_sales_2016_21,facebook,28/5/16,desktop,singapore,160,2,1.09,4,2
social,weekly_sales_2016_21,facebook,28/5/16,desktop,thailand,18,2,0.19,2,2
social,weekly_sales_2016_21,facebook,28/5/16,mobile,cambodia,53,1,0.67,3,2
social,weekly_sales_2016_21,facebook,28/5/16,mobile,indonesia,193,4,0.89,4,2
social,weekly_sales_2016_21,facebook,28/5/16,mobile,korea,123,4,0.67,18,2
social,weekly_sales_2016_21,facebook,28/5/16,mobile,malaysia,202,5,1.26,20,2
social,weekly_sales_2016_21,facebook,28/5/16,mobile,singapore,58,3,0.93,8,2
social,weekly_sales_2016_21,facebook,28/5/16,mobile,thailand,93,1,0.24,2,2
social,weekly_sales_2016_21,ooyala,28/5/16,desktop,indonesia,80,7,1.28,22,2
social,weekly_sales_2016_21,ooyala,28/5/16,desktop,korea,123,4,0.7,8,2
